pair,long_exchange,short_exchange,funding_time,long_rate,short_rate,net_rate,net_cashflow_10000,cumulative_cashflow,long_interval_hours,short_interval_hours,session,regime,date,week
long okx / short bitget,okx,bitget,2026-07-13 12:00:00+00:00,0.002816412986938,0.0,-0.002816412986938,-28.164129869379998,-567.02863466455,4.0,,US_PREMARKET,PRE_GATE_REGIME,2026-07-13 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short okx,bitget,okx,2026-07-03 08:00:00+00:00,0.001529,-0.0012614043904869,-0.0027904043904869,-27.904043904869,417.41692996191307,8.0,8.0,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,2026-07-03 00:00:00+00:00,2026-06-29/2026-07-05
long okx / short bitget,okx,bitget,2026-07-03 08:00:00+00:00,-0.0012614043904869,0.001529,0.0027904043904869,27.904043904869,-417.41692996191307,8.0,8.0,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,2026-07-03 00:00:00+00:00,2026-06-29/2026-07-05
long okx / short bitget,okx,bitget,2026-06-24 08:00:00+00:00,0.0023620266144993,0.005,0.0026379733855007,26.379733855007,-420.77827982558205,8.0,8.0,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,2026-06-24 00:00:00+00:00,2026-06-22/2026-06-28
long bitget / short okx,bitget,okx,2026-06-24 08:00:00+00:00,0.005,0.0023620266144993,-0.0026379733855007,-26.379733855007,420.77827982558205,8.0,8.0,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,2026-06-24 00:00:00+00:00,2026-06-22/2026-06-28
long okx / short bitget,okx,bitget,2026-06-19 00:00:00+00:00,0.0026097782764719,0.0,-0.0026097782764719,-26.097782764719003,-220.837092302657,8.0,8.0,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,2026-06-19 00:00:00+00:00,2026-06-15/2026-06-21
long bitget / short okx,bitget,okx,2026-06-19 00:00:00+00:00,0.0,0.0026097782764719,0.0026097782764719,26.097782764719003,220.837092302657,8.0,8.0,KRX_REGULAR_EARLIER,PRE_GATE_REGIME,2026-06-19 00:00:00+00:00,2026-06-15/2026-06-21
long okx / short bitget,okx,bitget,2026-07-17 16:00:00+00:00,0.0025749198720348,0.0,-0.0025749198720348,-25.749198720348,-589.247710966673,8.0,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short okx,bitget,okx,2026-07-17 16:00:00+00:00,0.0,0.0025749198720348,0.0025749198720348,25.749198720348,589.247710966673,4.0,8.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short gate,okx,gate,2026-07-17 16:00:00+00:00,0.0025749198720348,0.0,-0.0025749198720348,-25.749198720348,3.2384876122149997,8.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short okx,gate,okx,2026-07-17 16:00:00+00:00,0.0,0.0025749198720348,0.0025749198720348,25.749198720348,-3.2384876122149997,,8.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short bitget,okx,bitget,2026-06-16 16:00:00+00:00,-0.0025562314489719,0.0,0.0025562314489719,25.562314489719,-149.559987719681,8.0,8.0,US_REGULAR,PRE_GATE_REGIME,2026-06-16 00:00:00+00:00,2026-06-15/2026-06-21
long bitget / short okx,bitget,okx,2026-06-16 16:00:00+00:00,0.0,-0.0025562314489719,-0.0025562314489719,-25.562314489719,149.559987719681,8.0,8.0,US_REGULAR,PRE_GATE_REGIME,2026-06-16 00:00:00+00:00,2026-06-15/2026-06-21
long bitget / short okx,bitget,okx,2026-06-20 00:00:00+00:00,0.0,0.0025322950265775,0.0025322950265775,25.322950265775003,265.316492953015,8.0,8.0,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,2026-06-20 00:00:00+00:00,2026-06-15/2026-06-21
long okx / short bitget,okx,bitget,2026-06-20 00:00:00+00:00,0.0025322950265775,0.0,-0.0025322950265775,-25.322950265775003,-265.316492953015,8.0,8.0,KRX_HOLIDAY_OR_WEEKEND,PRE_GATE_REGIME,2026-06-20 00:00:00+00:00,2026-06-15/2026-06-21
long bitget / short okx,bitget,okx,2026-06-17 16:00:00+00:00,0.0,0.0024421929317287,0.0024421929317287,24.421929317287,164.488780030544,8.0,8.0,US_REGULAR,PRE_GATE_REGIME,2026-06-17 00:00:00+00:00,2026-06-15/2026-06-21
long okx / short bitget,okx,bitget,2026-06-17 16:00:00+00:00,0.0024421929317287,0.0,-0.0024421929317287,-24.421929317287,-164.488780030544,8.0,8.0,US_REGULAR,PRE_GATE_REGIME,2026-06-17 00:00:00+00:00,2026-06-15/2026-06-21
long okx / short bitget,okx,bitget,2026-07-15 16:00:00+00:00,-0.002398100578228,0.0,0.002398100578228,23.98100578228,-564.254057075997,8.0,4.0,US_REGULAR,PRE_GATE_REGIME,2026-07-15 00:00:00+00:00,2026-07-13/2026-07-19
long bitget / short okx,bitget,okx,2026-07-15 16:00:00+00:00,0.0,-0.002398100578228,-0.002398100578228,-23.98100578228,564.254057075997,4.0,8.0,US_REGULAR,PRE_GATE_REGIME,2026-07-15 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short bitget,okx,bitget,2026-06-22 08:00:00+00:00,0.0032551564150289,0.001,-0.0022551564150289,-22.551564150289,-383.26260665633,8.0,8.0,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,2026-06-22 00:00:00+00:00,2026-06-22/2026-06-28
long bitget / short okx,bitget,okx,2026-06-22 08:00:00+00:00,0.001,0.0032551564150289,0.0022551564150289,22.551564150289,383.26260665633,8.0,8.0,KRX_OFFICIAL_AFTER_HOURS,PRE_GATE_REGIME,2026-06-22 00:00:00+00:00,2026-06-22/2026-06-28
long bitget / short gate,bitget,gate,2026-07-20 04:00:00+00:00,0.002053,0.0,-0.002053,-20.53,94.85,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short okx,bitget,okx,2026-07-20 04:00:00+00:00,0.002053,0.0,-0.002053,-20.53,573.689433029024,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short bitget,okx,bitget,2026-07-20 04:00:00+00:00,0.0,0.002053,0.002053,20.53,-573.689433029024,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short hyperliquid,bitget,hyperliquid,2026-07-20 04:00:00+00:00,0.002053,0.0,-0.002053,-20.53,-13.819158,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short bitget,hyperliquid,bitget,2026-07-20 04:00:00+00:00,0.0,0.002053,0.002053,20.53,13.819158,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short bitget,gate,bitget,2026-07-20 04:00:00+00:00,0.0,0.002053,0.002053,20.53,-94.85,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short bitget,hyperliquid,bitget,2026-07-21 04:00:00+00:00,0.0,0.001675,0.001675,16.75,39.883639,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short hyperliquid,bitget,hyperliquid,2026-07-21 04:00:00+00:00,0.001675,0.0,-0.001675,-16.75,-39.883639,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short bitget,gate,bitget,2026-07-21 04:00:00+00:00,0.0,0.001675,0.001675,16.75,-90.16999999999999,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short gate,bitget,gate,2026-07-21 04:00:00+00:00,0.001675,0.0,-0.001675,-16.75,90.16999999999999,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-20 04:00:00.001000+00:00,0.0,0.00166537,0.00166537,16.6537,-94.9046,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-20 04:00:00.001000+00:00,0.00166537,0.0,-0.00166537,-16.6537,-8.853758,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-20 04:00:00.001000+00:00,0.00166537,0.0,-0.00166537,-16.6537,94.9046,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-20 04:00:00.001000+00:00,0.0,0.00166537,0.00166537,16.6537,8.853758,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-17 16:00:00.001000+00:00,0.0,0.00150611,0.00150611,15.0611,-29.4763,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long binance / short gate,binance,gate,2026-07-17 16:00:00.001000+00:00,0.00150611,0.0,-0.00150611,-15.0611,29.4763,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short binance,gate,binance,2026-07-17 08:00:00.001000+00:00,0.0,-0.00143406,-0.00143406,-14.3406,-38.6425,,4.0,KRX_OFFICIAL_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long binance / short gate,binance,gate,2026-07-17 08:00:00.001000+00:00,-0.00143406,0.0,0.00143406,14.3406,38.6425,4.0,,KRX_OFFICIAL_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short hyperliquid,okx,hyperliquid,2026-07-22 16:00:00+00:00,0.001347564728786,0.0,-0.001347564728786,-13.47564728786,-22.010124922314006,8.0,,US_REGULAR,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-22 16:00:00+00:00,0.001347564728786,0.0,-0.001347564728786,-13.47564728786,55.500902093704994,8.0,,US_REGULAR,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-22 16:00:00+00:00,0.0,0.001347564728786,0.001347564728786,13.47564728786,-55.500902093704994,,8.0,US_REGULAR,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-22 16:00:00+00:00,0.0,0.001347564728786,0.001347564728786,13.47564728786,22.010124922314006,,8.0,US_REGULAR,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-21 04:00:00.002000+00:00,0.0,0.00119891,0.00119891,11.9891,-93.15389999999996,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-21 04:00:00.002000+00:00,0.00119891,0.0,-0.00119891,-11.9891,93.15389999999996,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-21 04:00:00.002000+00:00,0.00119891,0.0,-0.00119891,-11.9891,-31.421369,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-21 04:00:00.002000+00:00,0.0,0.00119891,0.00119891,11.9891,31.421369,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-21 16:00:00+00:00,0.0,0.0011616131276546,0.0011616131276546,11.616131276546,-73.923720853465,,8.0,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short hyperliquid,okx,hyperliquid,2026-07-21 16:00:00+00:00,0.0011616131276546,0.0,-0.0011616131276546,-11.616131276546,-18.070434162554005,8.0,,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-21 16:00:00+00:00,0.0011616131276546,0.0,-0.0011616131276546,-11.616131276546,73.923720853465,8.0,,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-21 16:00:00+00:00,0.0,0.0011616131276546,0.0011616131276546,11.616131276546,18.070434162554005,,8.0,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-20 00:00:00+00:00,0.0010995922466155,0.0,-0.0010995922466155,-10.995922466155001,63.676765549863994,8.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-20 00:00:00+00:00,0.0,0.0010995922466155,0.0010995922466155,10.995922466155001,-63.676765549863994,,8.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short hyperliquid,okx,hyperliquid,2026-07-20 00:00:00+00:00,0.0010995922466155,0.0,-0.0010995922466155,-10.995922466155001,-8.376073466155,8.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-20 00:00:00+00:00,0.0,0.0010995922466155,0.0010995922466155,10.995922466155001,8.376073466155,,8.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-18 00:00:00+00:00,0.0,-0.0010755220213551,-0.0010755220213551,-10.755220213551,-23.993707825766002,,8.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short gate,okx,gate,2026-07-18 00:00:00+00:00,-0.0010755220213551,0.0,0.0010755220213551,10.755220213551,23.993707825766002,8.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-18 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short okx,gate,okx,2026-07-17 08:00:00+00:00,0.0,-0.000991233185432,-0.000991233185432,-9.91233185432,-18.987686332563,,8.0,KRX_OFFICIAL_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short gate,okx,gate,2026-07-17 08:00:00+00:00,-0.000991233185432,0.0,0.000991233185432,9.91233185432,18.987686332563,8.0,,KRX_OFFICIAL_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short bitget,gate,bitget,2026-07-22 04:00:00+00:00,0.0,0.000984,0.000984,9.84,-91.20999999999997,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short bitget,hyperliquid,bitget,2026-07-22 04:00:00+00:00,0.0,0.000984,0.000984,9.84,30.10123399999999,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short gate,bitget,gate,2026-07-22 04:00:00+00:00,0.000984,0.0,-0.000984,-9.84,91.20999999999997,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short hyperliquid,bitget,hyperliquid,2026-07-22 04:00:00+00:00,0.000984,0.0,-0.000984,-9.84,-30.10123399999999,4.0,,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-16 20:00:00.001000+00:00,0.0,-0.0009732,-0.0009732,-9.732,-9.732,,4.0,US_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-16 00:00:00+00:00,2026-07-13/2026-07-19
long binance / short gate,binance,gate,2026-07-16 20:00:00.001000+00:00,-0.0009732,0.0,0.0009732,9.732,9.732,4.0,,US_AFTER_HOURS,GATE_REGIME_20260716_19,2026-07-16 00:00:00+00:00,2026-07-13/2026-07-19
long binance / short gate,binance,gate,2026-07-17 20:00:00.001000+00:00,-0.00094887,0.0,0.00094887,9.4887,43.964999999999996,4.0,,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short binance,gate,binance,2026-07-17 20:00:00.001000+00:00,0.0,-0.00094887,-0.00094887,-9.4887,-43.964999999999996,,4.0,KRX_HOLIDAY_OR_WEEKEND,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short hyperliquid,okx,hyperliquid,2026-07-20 16:00:00+00:00,-0.0009406810658833,0.0,0.0009406810658833,9.406810658832999,-6.318095388147004,8.0,,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-20 16:00:00+00:00,-0.0009406810658833,0.0,0.0009406810658833,9.406810658832999,81.787569627872,8.0,,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-20 16:00:00+00:00,0.0,-0.0009406810658833,-0.0009406810658833,-9.406810658832999,6.318095388147004,,8.0,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-20 16:00:00+00:00,0.0,-0.0009406810658833,-0.0009406810658833,-9.406810658832999,-81.787569627872,,8.0,US_REGULAR,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short hyperliquid,okx,hyperliquid,2026-07-22 08:00:00+00:00,0.0009239274241871,0.0,-0.0009239274241871,-9.239274241871,-17.207370634454005,8.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-22 08:00:00+00:00,0.0,0.0009239274241871,0.0009239274241871,9.239274241871,17.207370634454005,,8.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-22 08:00:00+00:00,0.0,0.0009239274241871,0.0009239274241871,9.239274241871,-66.886549381565,,8.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-22 08:00:00+00:00,0.0009239274241871,0.0,-0.0009239274241871,-9.239274241871,66.886549381565,8.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-17 00:00:00.001000+00:00,-0.00092102,0.0,0.00092102,9.2102,19.4422,4.0,,KRX_REGULAR_EARLIER,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long gate / short binance,gate,binance,2026-07-17 00:00:00.001000+00:00,0.0,-0.00092102,-0.00092102,-9.2102,-19.4422,,4.0,KRX_REGULAR_EARLIER,GATE_REGIME_20260716_19,2026-07-17 00:00:00+00:00,2026-07-13/2026-07-19
long okx / short hyperliquid,okx,hyperliquid,2026-07-21 08:00:00+00:00,0.0008897717497861,0.0,-0.0008897717497861,-8.897717497861,-14.723812886008005,8.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-21 08:00:00+00:00,0.0,0.0008897717497861,0.0008897717497861,8.897717497861,-80.129852130011,,8.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-21 08:00:00+00:00,0.0,0.0008897717497861,0.0008897717497861,8.897717497861,14.723812886008005,,8.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-21 08:00:00+00:00,0.0008897717497861,0.0,-0.0008897717497861,-8.897717497861,80.129852130011,8.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-22 16:00:00+00:00,0.0007125,0.0,-0.0007125,-7.125,-23.869938999999995,4.0,,US_REGULAR,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-22 16:00:00+00:00,0.0,0.0007125,0.0007125,7.125,23.869938999999995,,4.0,US_REGULAR,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-22 16:00:00+00:00,0.0007125,0.0,-0.0007125,-7.125,84.43759999999995,4.0,,US_REGULAR,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-22 16:00:00+00:00,0.0,0.0007125,0.0007125,7.125,-84.43759999999995,,4.0,US_REGULAR,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short bitget,hyperliquid,bitget,2026-07-22 08:00:00+00:00,0.0,0.000694,0.000694,6.9399999999999995,35.03123199999999,,4.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short hyperliquid,bitget,hyperliquid,2026-07-22 08:00:00+00:00,0.000694,0.0,-0.000694,-6.9399999999999995,-35.03123199999999,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short bitget,gate,bitget,2026-07-22 08:00:00+00:00,0.0,0.000694,0.000694,6.9399999999999995,-84.76999999999997,,4.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long bitget / short gate,bitget,gate,2026-07-22 08:00:00+00:00,0.000694,0.0,-0.000694,-6.9399999999999995,84.76999999999997,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-21 16:00:00+00:00,0.00068707,0.0,-0.00068707,-6.8707,-31.597267,4.0,,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-21 16:00:00+00:00,0.0,0.00068707,0.00068707,6.8707,-91.19339999999997,,4.0,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-21 16:00:00+00:00,0.00068707,0.0,-0.00068707,-6.8707,91.19339999999997,4.0,,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-21 16:00:00+00:00,0.0,0.00068707,0.00068707,6.8707,31.597267,,4.0,US_REGULAR,POST_GATE_REGIME,2026-07-21 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short hyperliquid,binance,hyperliquid,2026-07-22 08:00:00.001000+00:00,0.00068087,0.0,-0.00068087,-6.8087,-27.751531999999997,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-22 08:00:00.001000+00:00,0.0,0.00068087,0.00068087,6.8087,-87.13889999999996,,4.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-22 08:00:00.001000+00:00,0.0,0.00068087,0.00068087,6.8087,27.751531999999997,,4.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long binance / short gate,binance,gate,2026-07-22 08:00:00.001000+00:00,0.00068087,0.0,-0.00068087,-6.8087,87.13889999999996,4.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-22 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short okx,hyperliquid,okx,2026-07-20 08:00:00+00:00,0.0,0.0006796006580825,0.0006796006580825,6.796006580825,8.82454904698,,8.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short gate,okx,gate,2026-07-20 08:00:00+00:00,0.0006796006580825,0.0,-0.0006796006580825,-6.796006580825,66.88075896903901,8.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short okx,gate,okx,2026-07-20 08:00:00+00:00,0.0,0.0006796006580825,0.0006796006580825,6.796006580825,-66.88075896903901,,8.0,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long okx / short hyperliquid,okx,hyperliquid,2026-07-20 08:00:00+00:00,0.0006796006580825,0.0,-0.0006796006580825,-6.796006580825,-8.82454904698,8.0,,KRX_OFFICIAL_AFTER_HOURS,POST_GATE_REGIME,2026-07-20 00:00:00+00:00,2026-07-20/2026-07-26
long gate / short binance,gate,binance,2026-07-23 04:00:00.001000+00:00,0.0,0.00063342,0.00063342,6.3342,-82.28659999999995,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-23 00:00:00+00:00,2026-07-20/2026-07-26
long hyperliquid / short binance,hyperliquid,binance,2026-07-23 04:00:00.001000+00:00,0.0,0.00063342,0.00063342,6.3342,19.746803999999997,,4.0,KRX_REGULAR_EARLIER,POST_GATE_REGIME,2026-07-23 00:00:00+00:00,2026-07-20/2026-07-26
